Filename,L1,L2,SSIM
0000_fake_B_2.png,43.38858540852865,58.07434591909464,0.49877455850871893
0001_fake_B_2.png,39.52618916829427,55.55612804033105,0.5747641595809546
0002_fake_B_2.png,58.864786783854164,76.46375541344463,0.4944324562369844
0003_fake_B_2.png,44.8507334391276,61.10422991456605,0.6564969575627534
0004_fake_B_2.png,42.32869974772135,57.4619835387311,0.6228943111864698
0005_fake_B_2.png,57.32793172200521,70.62218526896993,0.5299385628457297
0006_fake_B_2.png,66.96223449707031,81.8133792310252,0.485642993561511
0007_fake_B_2.png,39.69621276855469,53.746586323057166,0.5015908734145907
0008_fake_B_2.png,42.199310302734375,57.25538088013927,0.5111703893048852
0009_fake_B_2.png,33.66675821940104,48.663491306615974,0.5432527341971806
0010_fake_B_2.png,37.42921447753906,57.7358127798673,0.48553881051863473
0011_fake_B_2.png,41.51353454589844,55.327231672060144,0.5811857451721351
0012_fake_B_2.png,60.19120788574219,86.42935203310827,0.4663421267175889
0013_fake_B_2.png,39.63086954752604,55.07451238521682,0.505322354503246
0014_fake_B_2.png,38.68671162923177,53.52083246219447,0.44979261735073967
0015_fake_B_2.png,57.55132548014323,72.7764349906585,0.5017803313674065
0016_fake_B_2.png,58.43237813313802,72.56178317070518,0.5187067465989058
0017_fake_B_2.png,58.63471984863281,71.41094001710086,0.41978747162353197
0018_fake_B_2.png,66.79944356282552,84.88575154421522,0.47427586655824344
0019_fake_B_2.png,95.94387817382812,110.09511259608927,0.5101532607714746
0020_fake_B_2.png,53.336751302083336,68.3980224085539,0.5410570836180493
0021_fake_B_2.png,45.89159647623698,61.88485472836611,0.5890887530746253
0022_fake_B_2.png,60.00160217285156,84.96495300017496,0.5463881760517069
0023_fake_B_2.png,57.29839579264323,76.43115504150248,0.5217519308078619
0024_fake_B_2.png,57.92398579915365,79.31012207827345,0.5460811940806849
0025_fake_B_2.png,65.25214131673177,88.88779148166132,0.46768063322967546
0026_fake_B_2.png,50.80644226074219,66.2528313949425,0.5471149516425279
0027_fake_B_2.png,46.401713053385414,62.07715818002894,0.5959130699053391
0028_fake_B_2.png,63.54950459798177,86.5595488448029,0.49918890840841385
0029_fake_B_2.png,60.1662851969401,79.44666089194614,0.5393295904831915
0030_fake_B_2.png,49.05179341634115,65.22033270301719,0.6112878034587795
0031_fake_B_2.png,57.64221700032552,73.84606625172727,0.5793826490745341
0032_fake_B_2.png,42.73725382486979,58.31986910972332,0.5821441404655997
0033_fake_B_2.png,50.82616170247396,66.3908739858142,0.5731415283018527
0034_fake_B_2.png,68.39482116699219,93.97654564078499,0.5107414239664018
0035_fake_B_2.png,60.36748250325521,88.72769867709042,0.5054735065463226
0036_fake_B_2.png,41.975118001302086,58.37696389618922,0.5025666021914952
0037_fake_B_2.png,69.22197977701823,98.36577943328285,0.47071603772885035
0038_fake_B_2.png,52.94549560546875,77.98387129222301,0.5200737944856787
0039_fake_B_2.png,52.78032938639323,74.21213508761687,0.4773945947797346
0040_fake_B_2.png,49.83998107910156,64.30807000396678,0.6560094860495808
0041_fake_B_2.png,53.6821034749349,73.38446330490639,0.5336495537629324
0042_fake_B_2.png,57.90302022298177,80.02522360204291,0.5300923990167573
0043_fake_B_2.png,58.04153951009115,81.49533763569418,0.5361722432730809
0044_fake_B_2.png,55.50764465332031,76.7221266905294,0.5540896637374556
0045_fake_B_2.png,62.15240478515625,79.73625142723144,0.4926188996284897
0046_fake_B_2.png,45.6261952718099,63.708499140634906,0.5971963801135279
0047_fake_B_2.png,54.4464365641276,73.71662673598377,0.4990384649636006
0048_fake_B_2.png,41.485575358072914,56.58851077738266,0.5437761693821506
0049_fake_B_2.png,50.72754923502604,68.30867360838387,0.5512571738009436
