Filename,L1,L2,SSIM
0000_fake_B_2.png,43.360493977864586,58.219832001625754,0.5034011666873566
0001_fake_B_2.png,39.26428731282552,55.40656078615071,0.5782914874064916
0002_fake_B_2.png,59.29553731282552,76.74009711943337,0.4998831527402718
0003_fake_B_2.png,44.20251973470052,60.723758634252036,0.6627584162059276
0004_fake_B_2.png,41.70795694986979,56.501989909101,0.6304050018228975
0005_fake_B_2.png,57.724995930989586,70.43249215909896,0.534047751493387
0006_fake_B_2.png,67.6058858235677,81.68732435056272,0.4885013188385469
0007_fake_B_2.png,39.9382578531901,53.53963283530246,0.5003111958072383
0008_fake_B_2.png,42.06475830078125,56.50625242673418,0.5169238462707273
0009_fake_B_2.png,32.98273722330729,48.056980327048194,0.5458384614359106
0010_fake_B_2.png,36.52165730794271,57.08751639008209,0.48772818948420893
0011_fake_B_2.png,40.89445495605469,54.65909292898425,0.584378102862634
0012_fake_B_2.png,59.91735331217448,85.88903850801746,0.475154921902363
0013_fake_B_2.png,39.278605143229164,54.549456726595054,0.505495632040892
0014_fake_B_2.png,38.60313415527344,53.389307134028506,0.450295541118549
0015_fake_B_2.png,58.05835469563802,72.77869236624612,0.5057291073611635
0016_fake_B_2.png,59.00934346516927,72.22717294141034,0.5219074253061438
0017_fake_B_2.png,58.961283365885414,71.3520403899285,0.41995199125105015
0018_fake_B_2.png,66.96261088053386,84.6849848337395,0.47816357226354017
0019_fake_B_2.png,96.37176513671875,109.85395934988873,0.5170327751595089
0020_fake_B_2.png,54.02973937988281,68.13581737063589,0.5487529474765421
0021_fake_B_2.png,45.801361083984375,61.73076293955032,0.5952430492570836
0022_fake_B_2.png,59.900482177734375,84.68697333928719,0.5546168233878886
0023_fake_B_2.png,57.37059529622396,76.16772431266016,0.5286804008775475
0024_fake_B_2.png,57.78299458821615,78.95886708048145,0.5563129344066539
0025_fake_B_2.png,64.92683919270833,88.38037662796188,0.4757556844453325
0026_fake_B_2.png,50.59744771321615,65.95221733740556,0.553642483138629
0027_fake_B_2.png,46.21006774902344,61.620858920577376,0.6015207677673998
0028_fake_B_2.png,63.672760009765625,86.87058123504518,0.5054842718557715
0029_fake_B_2.png,59.63391621907552,79.4313602951108,0.5470760212311451
0030_fake_B_2.png,49.370157877604164,65.1486110536272,0.6220263999529592
0031_fake_B_2.png,57.862213134765625,73.82846388535538,0.5870136321551139
0032_fake_B_2.png,42.81371561686198,58.39836899905403,0.589096165467106
0033_fake_B_2.png,51.53974914550781,66.67150252287124,0.5783415779676403
0034_fake_B_2.png,68.23053487141927,93.85972303623704,0.5211392827353404
0035_fake_B_2.png,59.916890462239586,88.48618986206458,0.5129027159491438
0036_fake_B_2.png,41.1219482421875,57.58590181679354,0.5095326655817879
0037_fake_B_2.png,69.1713358561198,98.39905607809735,0.47760972564396037
0038_fake_B_2.png,52.7678476969401,77.95969148149767,0.5278234163538025
0039_fake_B_2.png,52.35430908203125,74.04725979910742,0.4823752096555318
0040_fake_B_2.png,49.82117716471354,63.766485020082506,0.6659023105362485
0041_fake_B_2.png,54.115936279296875,73.43067621222329,0.5403187096074052
0042_fake_B_2.png,57.83100382486979,79.74937829360267,0.5411332062648232
0043_fake_B_2.png,57.882975260416664,81.43450930049877,0.5425626456933973
0044_fake_B_2.png,55.53046671549479,76.3921107694325,0.561364506378534
0045_fake_B_2.png,62.675191243489586,79.94443012467462,0.49934541789999143
0046_fake_B_2.png,45.47415669759115,63.2752805103006,0.6047560845161054
0047_fake_B_2.png,54.108551025390625,73.55879216341862,0.5009527403594073
0048_fake_B_2.png,40.91752624511719,56.370868088789074,0.5453678928963122
0049_fake_B_2.png,50.44627380371094,68.05345988189109,0.558014632430456
